,id,titulo,moneda,precio_usado,marca,modelo,version,condicion,anio_vehiculo,kilometraje,potencia,transmision,control_traccion,tipo_combustible,puertas,aire_acondicionado,color,tienda_oficial,id_seller,nickname,fecha_baja_publicacion,tipo_anuncio,enlace_publicacion,cat_kilometros,segmento_economico,precio_nuevo,depreciacion
1124,MLU681085262,Nissan Frontier Pick Up,USD,31900.0,Nissan,NP300 Frontier,2.5 S 161 Hp Pick Up,Usado,2023,30000,161 hp,Manual,4x2,Diésel,4,Sí,Blanco,Tienda no oficial,145989497,AUTOMOTORA ALFACAR,2024-09-27T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-681085262-nissan-frontier-pick-up-_JM,Pocos kilometraje,Gama media alta,40990.0,22.176140522078555
1125,MLU642777049,Nissan Kicks 2019 1.6 Exclusive At,USD,23900.0,Nissan,Kicks,1.6 Exclusive At,Usado,2019,25000,118 hp,Automática,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,163498571,LALODIAZPARRILLA,2024-11-13T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-642777049-nissan-kicks-2019-16-exclusive-at-_JM,Pocos kilometraje,Gama media alta,34740.0,31.20322394933794
1126,MLU675887242,Nissan Kicks Advance Cvt Entrega 11600 Y Cuotas,USD,22490.0,Nissan,Kicks,1.6 Advance At,Usado,2020,78000,118 hp,Automática,Delantera,Nafta,5,Sí,Plateado,Tienda no oficial,160410676,K MOTORS.UY,2024-08-03T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-675887242-nissan-kicks-advance-cvt-entrega-11600-y-cuotas-_JM,Moderado kilometraje,Gama media alta,31990.0,29.696780243826193
1127,MLU642778893,Nissan Kicks - Excelente Estado,USD,19500.0,Nissan,Kicks,1.6 Sense Mt,Usado,2019,93000,118 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,183609833,ERNESTOLOBELCHO,2024-08-18T00:00:45.543Z,silver,https://auto.mercadolibre.com.uy/MLU-642778893-nissan-kicks-excelente-estado-_JM,Moderado kilometraje,Gama media,28790.0,32.26814866273012
1128,MLU676510894,Nisan Versa ,USD,19000.0,Nissan,Versa,1.6 Advance,Usado,2019,54000,106 hp,Manual,Delantera,Nafta,4,Sí,Blanco,Tienda no oficial,1322970593,OBRACARCENTRO,2024-08-10T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-676510894-nisan-versa-_JM,Moderado kilometraje,Gama media,28406.666666666668,33.114292419619815
1129,MLU641903735,Nissan Versa Full Manual,USD,16900.0,Nissan,Versa,1.6 Sense,Usado,2019,49900,106 hp,Manual,Delantera,Nafta,4,Sí,Plateado,Tienda no oficial,282051411,DELTACAR S.A.,2024-10-30T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-641903735-nissan-versa-full-manual-_JM,Pocos kilometraje,Gama media,25823.333333333332,34.555311733574285
1130,MLU675659638,Nissan Frontier 2.5 Se 2021 Nafta Gris - Ref: 1823,USD,23490.0,Nissan,Frontier,Se,Usado,2021,95000,potencia_no_especificado,Manual,Trasera,Nafta,4,Sí,Gris,Tienda no oficial,273451002,PEIREN_AUTOMOVILES,2024-08-02T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-675659638-nissan-frontier-25-se-2021-nafta-gris-ref-1823-_JM,Moderado kilometraje,Gama media alta,33490.0,29.859659599880562
1131,MLU642567293,Nissan Versa Mt ,USD,14900.0,Nissan,Versa,1.6 Advance,Usado,2020,119000,106 hp,Manual,Delantera,Nafta,4,Sí,Blanco,Tienda no oficial,1885729068,LACOSTAGARAGE,2024-11-09T04:00:00.000Z,silver,https://auto.mercadolibre.com.uy/MLU-642567293-nissan-versa-mt-_JM,Bastante kilometraje,Gama media,28406.666666666668,47.54752405538606
1132,MLU687267496,Nissan Versa 2022 1.6 Exclusive At Cvt Tope De Gama,USD,24490.0,Nissan,Versa,1.6 Exclusive At,Usado,2022,105000,106 hp,Automática,Delantera,Nafta,4,Sí,Gris,Tienda no oficial,44682671,JMPORVI,2024-08-17T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687267496-nissan-versa-2022-16-exclusive-at-cvt-tope-de-gama-_JM,Bastante kilometraje,Gama media alta,30990.0,20.974507905776058
1133,MLU685229886,Camioneta Nissan Frontier Np300 - 22000km - En Garantia -,USD,27000.0,Nissan,NP300 Frontier,2.5 S 161 Hp Doble Cabina,Usado,2022,22000,161 hp,Manual,4x2,Nafta,4,Sí,Blanco,Tienda no oficial,203647803,SMA UY,2024-08-01T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685229886-camioneta-nissan-frontier-np300-22000km-en-garantia--_JM,Pocos kilometraje,Gama media alta,30990.0,12.87512100677638
1134,MLU684351980,Nissan Versa 2018 1.6 Advance,USD,13300.0,Nissan,Versa,1.6 Advance,Usado,2018,99000,106 hp,Manual,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,1624199970,SAED20240105070211,2024-07-25T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-684351980-nissan-versa-2018-16-advance-_JM,Moderado kilometraje,Gama media,28406.666666666668,53.18000469373386
1135,MLU642387793,Nissan Versa 2020 1.6 Advance,USD,20600.0,Nissan,Versa,1.6 Advance,Usado,2020,66000,106 hp,Manual,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,62728483,DORGODAIMAN,2024-08-07T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642387793-nissan-versa-2020-16-advance-_JM,Moderado kilometraje,Gama media,28406.666666666668,27.481811781272004
1136,MLU687462756,Nissan Sentra 2020 1.8 Sr Extra At,USD,22500.0,Nissan,Sentra,1.8 Sr Extra At,Usado,2020,37500,129 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,398380884,DACUNHAILAN,2024-08-20T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687462756-nissan-sentra-2020-18-sr-extra-at-_JM,Pocos kilometraje,Gama media alta,38490.0,41.543257989088076
1137,MLU687423464,Nissan Versa 2019 1.6 Exclusive At,USD,14999.0,Nissan,Versa,1.6 Exclusive At,Usado,2019,75000,106 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,607076277,ELSODANIELPAPINI,2024-08-20T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687423464-nissan-versa-2019-16-exclusive-at-_JM,Moderado kilometraje,Gama media alta,30990.0,51.600516295579226
1138,MLU687037964,Nissan Np300 Frontier 2019 2.5 S 161 Hp Pick Up,USD,25000.0,Nissan,NP300 Frontier,2.5 S 161 Hp Pick Up,Usado,2019,65000,161 hp,Manual,4x2,Diésel,4,Sí,color_no_especificado,Tienda no oficial,524644358,CODA3427836,2024-08-14T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687037964-nissan-np300-frontier-2019-25-s-161-hp-pick-up-_JM,Moderado kilometraje,Gama media alta,40990.0,39.009514515735546
1139,MLU642331565,Nissan Kicks 1.6 Advance,USD,19500.0,Nissan,Kicks,1.6 Advance,Usado,2019,105000,118 hp,Manual,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,258975199,JUANSC98,2024-08-06T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642331565-nissan-kicks-16-advance-_JM,Bastante kilometraje,Gama media alta,30740.0,36.56473649967469
1140,MLU687053298,Nissan Versa 2019 1.6 Exclusive At,USD,12000.0,Nissan,Versa,1.6 Exclusive At,Usado,2019,263161,106 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,246968228,JIOLIVEROS,2024-08-13T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687053298-nissan-versa-2019-16-exclusive-at-_JM,Excesivo kilometraje,Gama media alta,30990.0,61.27783155856727
1141,MLU687532510,Nissan Np300 Frontier 2.5 Se Doble Cabina,USD,28900.0,Nissan,NP300 Frontier,2.5 Se Doble Cabina,Usado,2021,79000,120 hp,Manual,4x2,Nafta,4,Sí,Plateado,Tienda no oficial,1114949073,ABRAHIMJORGE20220429104542,2024-08-21T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687532510-nissan-np300-frontier-25-se-doble-cabina-_JM,Moderado kilometraje,Gama media alta,38225.333333333336,24.39568872301092
1142,MLU641822479,Nissan Versa 2022 1.6 Exclusive At,USD,24300.0,Nissan,Versa,1.6 Exclusive At,Usado,2022,39000,106 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,17675421,MARIANA CORREA1,2024-07-30T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-641822479-nissan-versa-2022-16-exclusive-at-_JM,Pocos kilometraje,Gama media alta,30990.0,21.58760890609874
1143,MLU687365894,Nissan Versa 1.6 Drive Tm,USD,16800.0,Nissan,Versa,1.6 Exclusive At,Usado,2020,90000,106 hp,Automática,Delantera,Nafta,4,Sí,Blanco,Tienda no oficial,140259742,QUILLERMARIO,2024-08-18T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687365894-nissan-versa-16-drive-tm-_JM,Moderado kilometraje,Gama media alta,30990.0,45.78896418199419
1144,MLU685848232,Nissan Kicks Exclusive 1.6 At,USD,24500.0,Nissan,Kicks,1.6 Exclusive At,Usado,2019,30000,118 hp,Automática,Delantera,Nafta,5,Sí,Azul,Tienda no oficial,54402967,HOR_NEM,2024-08-03T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685848232-nissan-kicks-exclusive-16-at-_JM,Pocos kilometraje,Gama media alta,34740.0,29.47610823258492
1145,MLU685729672,Nissan Versa 2021 1.6 Exclusive At,USD,22500.0,Nissan,Versa,1.6 Exclusive At,Usado,2021,80000,106 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,72759514,O95DSU148467,2024-08-02T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685729672-nissan-versa-2021-16-exclusive-at-_JM,Moderado kilometraje,Gama media alta,30990.0,27.395934172313652
1146,MLU687067536,Nissan Kicks 2018 1.6 Advance At,USD,19990.0,Nissan,Kicks,1.6 Advance At,Usado,2018,160000,118 hp,Automática,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,288874910,MAUROCAZARD,2024-08-13T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687067536-nissan-kicks-2018-16-advance-at-_JM,Bastante kilometraje,Gama media alta,31990.0,37.51172241325414
1147,MLU642641715,Nissan Kicks 1.6 Exclusive At,USD,25300.0,Nissan,Kicks,1.6 Exclusive At,Usado,2018,51000,118 hp,Automática,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,77611155,PABLOCA83,2024-08-13T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642641715-nissan-kicks-16-exclusive-at-_JM,Moderado kilometraje,Gama media alta,34740.0,27.17328727691422
1148,MLU685891928,Nissan Kicks 1.6 Advance At,USD,19500.0,Nissan,Kicks,1.6 Advance At,Usado,2018,142000,118 hp,Automática,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,139889894,DHORNOS2013,2024-08-03T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685891928-nissan-kicks-16-advance-at-_JM,Bastante kilometraje,Gama media alta,31990.0,39.04345107846202
1149,MLU642220689,Nissan Versa 2021 1.6 Exclusive At,USD,22490.0,Nissan,Versa,1.6 Exclusive At,Usado,2021,57000,106 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,226792327,ROLAKRALICEK,2024-08-05T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642220689-nissan-versa-2021-16-exclusive-at-_JM,Moderado kilometraje,Gama media alta,30990.0,27.428202646014842
1150,MLU642507037,Nissan Kicks 2018 1.6 Exclusive At,USD,22600.0,Nissan,Kicks,1.6 Exclusive At,Usado,2018,61000,118 hp,Automática,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,40998444,JUA_DUT,2024-08-09T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642507037-nissan-kicks-2018-16-exclusive-at-_JM,Moderado kilometraje,Gama media alta,34740.0,34.94530800230282
1151,MLU641805721,Nissan Versa 1.6 Sense,USD,11900.0,Nissan,Versa,1.6 Sense,Usado,2018,140000,106 hp,Manual,Delantera,Nafta,4,Sí,Gris,Tienda no oficial,299562597,PEFE2492592,2024-07-30T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-641805721-nissan-versa-16-sense-_JM,Bastante kilometraje,Gama media,25823.333333333332,53.917645540209115
1152,MLU642640817,Nissan Kicks 2018 1.6 Advance,USD,20300.0,Nissan,Kicks,1.6 Advance,Usado,2018,74000,118 hp,Manual,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,42429387,GILM2789,2024-08-12T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642640817-nissan-kicks-2018-16-advance-_JM,Moderado kilometraje,Gama media alta,30740.0,33.9622641509434
1153,MLU642491305,Nissan Versa Exclusive Cvt,USD,26000.0,Nissan,Versa,1.6 Exclusive At,Usado,2021,38000,106 hp,Automática,Delantera,Nafta,4,Sí,Plateado,Tienda no oficial,86608636,FEFO116,2024-08-08T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642491305-nissan-versa-exclusive-cvt-_JM,Pocos kilometraje,Gama media alta,30990.0,16.101968376895773
1154,MLU685220694,Nissan Np300 Frontier 2.5 S 161 Hp Doble Cabina,USD,20500.0,Nissan,NP300 Frontier,2.5 S 161 Hp Doble Cabina,Usado,2020,124000,161 hp,Manual,4x2,Nafta,4,Sí,Azul,Tienda no oficial,410003446,JOACOFARAS,2024-07-31T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685220694-nissan-np300-frontier-25-s-161-hp-doble-cabina-_JM,Bastante kilometraje,Gama media alta,30990.0,33.84962891255244
1155,MLU685691578,Nissan Sentra 2014 1.8 Advance At,USD,13500.0,Nissan,Sentra,1.8 Advance At,Usado,2014,116000,potencia_no_especificado,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,1500668263,AUTOMOVILESTRESLAM202310051748,2024-08-02T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685691578-nissan-sentra-2014-18-advance-at-_JM,Bastante kilometraje,Gama media alta,33800.0,60.05917159763313
1156,MLU641433033,Nissan Versa 1.6 Exclusive At - 2022,USD,22300.0,Nissan,Versa,1.6 Exclusive At,Usado,2022,68000,106 hp,Automática,Delantera,Nafta,5,Sí,Plateado,Tienda no oficial,30674975,GANASILRO,2024-07-23T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-641433033-nissan-versa-16-exclusive-at-2022-_JM,Moderado kilometraje,Gama media alta,30990.0,28.04130364633753
1157,MLU686176236,Suv Nissan Kicks 2020 Automática,USD,20600.0,Nissan,Kicks,1.6 Advance At,Usado,2020,95400,118 hp,Automática,Delantera,Nafta,5,Sí,Blanco,Tienda no oficial,96363360,ADRIMARIA2103,2024-08-06T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-686176236-suv-nissan-kicks-2020-automatica-_JM,Moderado kilometraje,Gama media alta,31990.0,35.604876523913724
1158,MLU687264252,Nissan Kicks 2018 1.6 Exclusive At,USD,26000.0,Nissan,Kicks,1.6 Exclusive At,Usado,2018,44000,118 hp,Automática,Delantera,Nafta,5,Sí,color_no_especificado,Tienda no oficial,33691894,VIRPIJUAN,2024-08-16T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687264252-nissan-kicks-2018-16-exclusive-at-_JM,Pocos kilometraje,Gama media alta,34740.0,25.15831894070236
1159,MLU684013736,Liquido Nissan Kicks Automática Todos Los Service Oficial,USD,18999.0,Nissan,Kicks,1.6 Advance At,Usado,2018,98000,118 hp,Automática,Delantera,Nafta,5,Sí,Gris,Tienda no oficial,2473787,OCHO12007,2024-07-24T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-684013736-liquido-nissan-kicks-automatica-todos-los-service-oficial-_JM,Moderado kilometraje,Gama media alta,31990.0,40.609565489215385
1160,MLU687402704,Nissan Np300 Frontier 2018 2.5 Se Doble Cabina,USD,18000.0,Nissan,NP300 Frontier,2.5 Se Doble Cabina,Usado,2018,160000,120 hp,Manual,4x2,Diésel,4,Sí,color_no_especificado,Tienda no oficial,87210031,MIKANGELO,2024-08-17T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687402704-nissan-np300-frontier-2018-25-se-doble-cabina-_JM,Bastante kilometraje,Gama media alta,38225.333333333336,52.910809585266314
1161,MLU687188936,Mazda Cx 30 ,USD,34900.0,Mazda,CX-30,2.0 Skyactiv-G High 2Wd At,Usado,2022,30000,157 hp,Automática,4x2,Nafta,5,aire_acondicionado_no_especificado,Rojo,Tienda no oficial,35320383,BAUIRE,2024-08-16T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687188936-mazda-cx-30-_JM,Pocos kilometraje,Gama media alta,43990.0,20.663787224369177
1162,MLU686597578,Mazda Cx-30 2023 2.0 Skyactiv-g High 2wd At,USD,37900.0,Mazda,CX-30,2.0 Skyactiv-G High 2Wd At,Usado,2023,14000,157 hp,Automática,4x2,Nafta,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,184161831,VOITURET AUTOMOVILES,2024-11-08T13:30:55.976Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686597578-mazda-cx-30-2023-20-skyactiv-g-high-2wd-at-_JM,Como nuevo,Gama media alta,43990.0,13.844055467151625
1163,MLU642553663,Mazda Cx-30 2024 2.0 Skyactiv-g High 2wd At,USD,40490.0,Mazda,CX-30,2.0 Skyactiv-G High 2Wd At,Usado,2024,3480,157 hp,Automática,4x2,Nafta,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,86876917,ABRE1,2024-08-11T04:00:19.226Z,silver,https://auto.mercadolibre.com.uy/MLU-642553663-mazda-cx-30-2024-20-skyactiv-g-high-2wd-at-_JM,Como nuevo,Gama media alta,43990.0,7.956353716753807
1164,MLU687197018,Mazda Cx-30 2022 2.0 Skyactiv-g High 2wd At,USD,35980.0,Mazda,CX-30,2.0 Skyactiv-G High 2Wd At,Usado,2022,41000,157 hp,Automática,4x2,Nafta,5,aire_acondicionado_no_especificado,color_no_especificado,Tienda no oficial,172605494,MARKVANDEROUW,2024-08-16T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687197018-mazda-cx-30-2022-20-skyactiv-g-high-2wd-at-_JM,Pocos kilometraje,Gama media alta,43990.0,18.20868379177086
1165,MLU679668008,Chevrolet Montana Premier At,USD,25500.0,Chevrolet,Montana,1.2 T Premier At,Usado,2024,17000,130 hp,Automática,Delantera,Nafta,4,Sí,Gris,Tienda no oficial,144880159,AUTOMOTORA CANEPAS,2024-09-10T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-679668008-chevrolet-montana-premier-at-_JM,Pocos kilometraje,Gama media,27590.0,7.575208408843784
1166,MLU642672961,Chevrolet Montana 1.2 T Premier At,USD,24900.0,Chevrolet,Montana,1.2 T Premier At,Usado,2024,37000,130 hp,Automática,Delantera,Nafta,4,Sí,Azul,Tienda no oficial,3925320,SEFILUXSA,2024-08-15T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-642672961-chevrolet-montana-12-t-premier-at-_JM,Pocos kilometraje,Gama media,27590.0,9.749909387459224
1167,MLU682150474,Chevrolet Montana Premier At 2024 C/9098,USD,25990.0,Chevrolet,Montana,1.2 T Premier At,Usado,2024,9000,130 hp,Automática,Delantera,Nafta,4,Sí,Blanco,CARPER USADOS,329923617,CARPERUSADOS,2024-10-10T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-682150474-chevrolet-montana-premier-at-2024-c9098-_JM,Como nuevo,Gama media,27590.0,5.799202609641174
1168,MLU684408490,Chevrolet Montana 2024 1.2 T Premier,USD,23500.0,Chevrolet,Montana,1.2 T Premier,Usado,2024,15000,130 hp,Manual,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,471443645,RICHARD ALVARE,2024-10-23T04:00:00.000Z,gold,https://auto.mercadolibre.com.uy/MLU-684408490-chevrolet-montana-2024-12-t-premier-_JM,Pocos kilometraje,Gama media,25590.0,8.167252833137944
1169,MLU687274286,Chevrolet Montana 2024 1.2 T Premier,USD,24000.0,Chevrolet,Montana,1.2 T Premier,Usado,2024,12500,130 hp,Manual,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,81524926,MAI_DU2009,2024-08-16T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-687274286-chevrolet-montana-2024-12-t-premier-_JM,Como nuevo,Gama media,25590.0,6.213364595545135
1170,MLU685844878,Chevrolet Montana 2024 1.2 T Premier,USD,24500.0,Chevrolet,Montana,1.2 T Premier,Usado,2024,9500,130 hp,Manual,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,1445986021,DIADRIAN20230809211317,2024-08-03T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-685844878-chevrolet-montana-2024-12-t-premier-_JM,Como nuevo,Gama media,25590.0,4.259476357952325
1171,MLU642737499,Chevrolet Montana 2024 1.2 T Premier At,USD,25890.0,Chevrolet,Montana,1.2 T Premier At,Usado,2024,9800,130 hp,Automática,Delantera,Nafta,4,Sí,Verde,Tienda no oficial,52935958,PABLOKID,2024-08-15T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-642737499-chevrolet-montana-2024-12-t-premier-at-_JM,Como nuevo,Gama media,27590.0,6.161652772743747
1172,MLU684691780,Chevrolet Montana 1.2 T Premier At,USD,24900.0,Chevrolet,Montana,1.2 T Premier At,Usado,2024,35000,130 hp,Automática,Delantera,Nafta,4,Sí,Blanco,Tienda no oficial,1371778657,GUARINOCRISTIAN20230510214508,2024-07-26T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-684691780-chevrolet-montana-12-t-premier-at-_JM,Pocos kilometraje,Gama media,27590.0,9.749909387459224
1173,MLU686089636,Chevrolet Montana 1.2 T Premier,USD,24000.0,Chevrolet,Montana,1.2 T Premier,Usado,2024,18300,130 hp,Manual,Delantera,Nafta,4,Sí,Gris,Tienda no oficial,31754301,DIMERCA1,2024-08-04T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-686089636-chevrolet-montana-12-t-premier-_JM,Pocos kilometraje,Gama media,25590.0,6.213364595545135
1174,MLU684816840,Chevrolet Montana 2023 1.2 T Premier At,USD,25000.0,Chevrolet,Montana,1.2 T Premier At,Usado,2023,10000,130 hp,Automática,Delantera,Nafta,4,Sí,color_no_especificado,Tienda no oficial,38744348,SHANCOF,2024-07-27T04:00:00.000Z,free,https://auto.mercadolibre.com.uy/MLU-684816840-chevrolet-montana-2023-12-t-premier-at-_JM,Como nuevo,Gama media,27590.0,9.38745922435665
1175,MLU686635744,Chevrolet Onix Ltz Impecable! - Motorland Permuto / Financio,USD,12490.0,Chevrolet,Onix,Ltz,Usado,2015,91230,92 hp,Manual,control_traccion_no_especificado,Nafta,5,Sí,Blanco,Tienda no oficial,152098264,MOTORLAND URUGUAY,2024-11-07T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-686635744-chevrolet-onix-ltz-impecable-motorland-permuto-financio-_JM,Moderado kilometraje,Gama media,23190.0,46.140577835273824
1176,MLU682799766,Chevrolet Onix Plus 1.0t Premier At Sedan 4 Puertas 2021,USD,20900.0,Chevrolet,Onix plus,1.0T Premier At,Usado,2021,73049,potencia_no_especificado,Automática,Delantera,Nafta,4,Sí,Gris oscuro,Grupo Fiancar,145714851,FIANCAR CARRASCO,2025-06-17T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-682799766-chevrolet-onix-plus-10t-premier-at-sedan-4-puertas-2021-_JM,Moderado kilometraje,Gama media,26490.0,21.102302755756888
1177,MLU640795699,Chevrolet Onix Lt Impecable! - Motorland Permuto / Financio,USD,17390.0,Chevrolet,Onix,LT,Usado,2024,14300,78 hp,Manual,control_traccion_no_especificado,Nafta,4,Sí,Blanco,Tienda no oficial,560216640,MOTORLAND BARRACARRASCO,2024-10-11T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-640795699-chevrolet-onix-lt-impecable-motorland-permuto-financio-_JM,Como nuevo,Gama media,18990.0,8.42548709847288
1178,MLU676315926,Chevrolet Onix Lt Impecable! - Motorland Permuto / Financio,USD,17390.0,Chevrolet,Onix,LT,Usado,2024,9400,78 hp,Manual,control_traccion_no_especificado,Nafta,4,Sí,Azul,Tienda no oficial,152098264,MOTORLAND URUGUAY,2024-08-08T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-676315926-chevrolet-onix-lt-impecable-motorland-permuto-financio-_JM,Como nuevo,Gama media,18990.0,8.42548709847288
1179,MLU682571436,Chevrolet Onix Lt Impecable! - Motorland Permuto / Financio,USD,17390.0,Chevrolet,Onix,LT,Usado,2024,8021,78 hp,Manual,control_traccion_no_especificado,Nafta,4,Sí,Bordó,Tienda no oficial,152098264,MOTORLAND URUGUAY,2024-10-12T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-682571436-chevrolet-onix-lt-impecable-motorland-permuto-financio-_JM,Como nuevo,Gama media,18990.0,8.42548709847288
1180,MLU640782725,Chevrolet Onix Lt Impecable! - Motorland Permuto / Financio,USD,17390.0,Chevrolet,Onix,LT,Usado,2024,12800,78 hp,Manual,control_traccion_no_especificado,Nafta,4,Sí,Gris oscuro,Tienda no oficial,560216640,MOTORLAND BARRACARRASCO,2024-10-11T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-640782725-chevrolet-onix-lt-impecable-motorland-permuto-financio-_JM,Como nuevo,Gama media,18990.0,8.42548709847288
1181,MLU685168524,Chevrolet Onix Lt Impecable! - Motorland Permuto / Financio,USD,17390.0,Chevrolet,Onix,LT,Usado,2024,13100,78 hp,Manual,control_traccion_no_especificado,Nafta,4,Sí,Azul,Tienda no oficial,560216640,MOTORLAND BARRACARRASCO,2024-10-29T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-685168524-chevrolet-onix-lt-impecable-motorland-permuto-financio-_JM,Como nuevo,Gama media,18990.0,8.42548709847288
1182,MLU640176301,Chevrolet Onix Ltz 2017 Blanco 5 Puertas,USD,13200.0,Chevrolet,Onix,Ltz,Usado,2017,134199,potencia_no_especificado,Manual,control_traccion_no_especificado,Nafta,5,Sí,Blanco,Tienda no oficial,139638480,SILCA_SA,2024-09-17T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-640176301-chevrolet-onix-ltz-2017-blanco-5-puertas-_JM,Bastante kilometraje,Gama media,23190.0,43.07891332470893
1183,MLU687390702,Chevrolet New Onix 1.0 Turbo Ltz ,USD,19700.0,Chevrolet,Onix,1.0T Hb Ltz,Usado,2023,18000,115 hp,Manual,Delantera,Nafta,4,Sí,Blanco,Tienda no oficial,199106393,CARLINEAUTOMÓVILES,2024-11-16T04:00:00.000Z,gold_premium,https://auto.mercadolibre.com.uy/MLU-687390702-chevrolet-new-onix-10-turbo-ltz-_JM,Pocos kilometraje,Gama media,23023.333333333332,14.434631533227158
